ID del Candidato,Nombre del Candidato,Edad,Género,Experiencia Laboral (años),Nivel de Educación,Universidad,Puntuación en Prueba Técnica,Calificación de la Entrevista (1-5),Resultado de la Entrevista,Puntuación de Habilidades Técnicas,Puntuación de Entrevista General,Distancia al Lugar de Trabajo,Puntuación de Referencias,Puntuación de Experiencia Relevante (1-10),Puntuación de Comportamiento en Equipo (1-5)
12,Candidato 12,39,Masculino,17.481171278256095,Doctorado,Universidad B,62.8516939260808,5,Aprobado,67.71790029835128,1,35.585499560639974,9.36010566462952,2,2
13,Candidato 13,24,Femenino,10.725233635318126,Maestría,Universidad C,68.96901314110936,3,Aprobado,89.36234863185817,3,49.86805420455195,2.862520198857483,1,5
14,Candidato 14,47,Femenino,8.595534250820396,Doctorado,Universidad B,78.99390673505289,1,Reprobado,72.6552808318334,1,34.15696973614149,9.061374812624864,8,5
15,Candidato 15,37,Masculino,8.673243375056764,Maestría,Universidad A,95.0417783596821,4,Aprobado,53.64441760298422,1,41.99580992197724,9.878430525971853,2,3
16,Candidato 16,52,Masculino,1.0773391365100882,Doctorado,Universidad B,65.29850736523476,4,Aprobado,54.57974975057238,2,34.066098313644055,8.76685385691582,7,4
17,Candidato 17,25,Masculino,10.61664853302664,Maestría,Universidad B,52.365293361694086,3,Reprobado,80.7786710291712,1,20.663134131888935,2.2411142920476106,9,4
18,Candidato 18,34,Femenino,18.938433014478537,Maestría,Universidad C,94.64334916723496,2,Reprobado,75.09182589527329,3,3.6934466415803104,8.450839690502772,8,2
19,Candidato 19,38,Femenino,9.761719288762396,Licenciatura,Universidad A,69.12998609072326,5,Reprobado,62.87600233291641,4,8.84831649426349,9.398983392860563,6,4
20,Candidato 20,28,Masculino,19.19132577476255,Licenciatura,Universidad C,65.05791895177133,5,Aprobado,55.53299796190394,3,35.504147346530345,6.7978061514557115,4,4
21,Candidato 21,36,Masculino,19.26955356779251,Licenciatura,Universidad C,72.43495313140691,4,Aprobado,95.26024769484377,1,4.2740172046238385,9.540529256532603,5,3
22,Candidato 22,44,Femenino,4.933113715011023,Maestría,Universidad C,50.7634079497111,4,Aprobado,80.12378195840573,1,2.9229114270011514,2.9833772887134127,7,3
23,Candidato 23,29,Masculino,1.8914880936559153,Maestría,Universidad B,82.99130059860575,1,Reprobado,60.01568200445408,5,16.16335080236536,9.764012844765762,8,2
24,Candidato 24,23,Masculino,5.044150806805408,Doctorado,Universidad B,69.88478123283303,2,Reprobado,71.68941069830078,4,6.158637297786141,8.807754124451002,3,5
25,Candidato 25,45,Femenino,7.122833949104383,Licenciatura,Universidad A,66.58000873436067,5,Aprobado,94.47941964490292,5,31.71069683738453,5.623524026611166,6,4
26,Candidato 26,24,Femenino,16.064481737797458,Licenciatura,Universidad C,71.30422591895798,5,Reprobado,57.45768833231044,4,10.87040709300266,1.120175651143483,9,3
27,Candidato 27,39,Femenino,15.52810860620785,Doctorado,Universidad A,50.792840596107304,4,Reprobado,99.18041343823252,3,5.236846255618526,1.7502986039716903,9,5
28,Candidato 28,41,Masculino,10.254756329300136,Doctorado,Universidad C,52.060520088140855,5,Aprobado,74.44592889500014,5,45.742232098297514,8.672518980791796,1,5
29,Candidato 29,35,Masculino,14.901115850640906,Licenciatura,Universidad C,96.67971131843392,4,Reprobado,81.11942220551444,4,40.40263316981008,6.286221417839919,7,1
30,Candidato 30,54,Femenino,17.275427208784397,Doctorado,Universidad A,87.27602913723464,5,Aprobado,74.16180023487931,3,24.09237089967449,2.5532984415062643,2,5
31,Candidato 31,39,Masculino,16.198706558405306,Licenciatura,Universidad B,81.95806801762394,4,Aprobado,82.17320392345536,3,45.82765735134264,9.128940501426042,10,2
32,Candidato 32,27,Femenino,7.9972304132625975,Doctorado,Universidad A,50.142909709502675,5,Reprobado,91.52668426113596,4,41.17398884863846,2.6466053763707276,5,4
33,Candidato 33,49,Femenino,15.749080136588974,Doctorado,Universidad B,91.04470992477735,5,Reprobado,90.36182182882905,4,26.33214155810968,4.846023730898856,3,5
34,Candidato 34,42,Femenino,13.851556153389026,Licenciatura,Universidad A,73.31264763127412,2,Reprobado,81.94102917339484,4,36.50877597214451,7.784210681695927,9,1
35,Candidato 35,29,Masculino,7.29784363416758,Maestría,Universidad A,85.24448410523848,4,Aprobado,77.72136225408428,2,22.607431914143422,2.4999289058552776,10,3
36,Candidato 36,45,Masculino,13.875202234934788,Doctorado,Universidad C,92.07540196707586,4,Reprobado,66.20862211696657,2,11.263161098169789,5.1970797183369,10,5
37,Candidato 37,43,Femenino,11.824272387615732,Licenciatura,Universidad B,75.83952333787474,3,Aprobado,50.314390629527814,3,26.206860090885186,7.210655740309503,10,4
38,Candidato 38,46,Masculino,17.55067316139002,Doctorado,Universidad C,74.01162701645225,1,Reprobado,61.1595178586917,5,22.328837281850596,7.309978173638334,2,4
39,Candidato 39,50,Femenino,8.185509498473989,Doctorado,Universidad A,97.66414864419805,2,Aprobado,74.1632046978531,4,25.99434007912775,3.8965347304953735,8,1
40,Candidato 40,34,Femenino,10.825993032730596,Licenciatura,Universidad C,73.04883574247137,5,Reprobado,63.09156262233462,5,38.292618594061125,3.434324219528496,5,5
41,Candidato 41,28,Femenino,6.576038958476388,Doctorado,Universidad B,67.9671261327974,4,Reprobado,62.599766218338786,1,3.2507076663292116,1.8167671195401676,5,4
42,Candidato 42,45,Femenino,11.82402047115543,Doctorado,Universidad C,90.49869911582915,5,Aprobado,75.16784285389448,2,4.795532346018118,6.2049123034787845,8,1
43,Candidato 43,29,Femenino,14.59262685748569,Licenciatura,Universidad A,94.73015780520265,5,Reprobado,51.95687515836831,5,35.41127489595638,9.508863937695445,5,3
44,Candidato 44,40,Femenino,9.550331804924907,Doctorado,Universidad A,74.56218971091585,2,Reprobado,65.1237632057011,3,27.84557054668339,8.519647559113858,2,5
45,Candidato 45,44,Masculino,5.745240476932563,Licenciatura,Universidad C,98.06298357606529,3,Reprobado,52.352963866454935,2,36.01011032203957,7.003829206217409,2,1
46,Candidato 46,27,Femenino,16.452397602605227,Licenciatura,Universidad C,73.76306084761616,1,Reprobado,93.4308943715538,1,23.5016494158309,5.049166586888223,4,1
47,Candidato 47,36,Femenino,13.134087062826566,Maestría,Universidad A,55.27033237717828,3,Aprobado,95.19610285449635,1,13.061935241177789,5.649280571106046,5,5
48,Candidato 48,53,Masculino,15.129617371181073,Doctorado,Universidad A,64.20190698902599,1,Reprobado,76.24635401704654,5,12.554272713512425,7.824222907463043,7,2
49,Candidato 49,34,Masculino,6.109117914242827,Licenciatura,Universidad A,82.47661903793946,2,Aprobado,58.87541543712709,5,7.095837189206028,2.999542756069067,4,4
50,Candidato 50,46,Masculino,9.79368608553384,Doctorado,Universidad C,53.811310954244945,2,Aprobado,53.009661272987366,3,9.66594159165592,3.0408128251577593,1,2
51,Candidato 51,27,Femenino,8.727874150724427,Doctorado,Universidad A,93.606193322826,3,Reprobado,83.05375120043033,5,37.690948784719545,1.141326654635892,1,1
52,Candidato 52,32,Masculino,17.246973512866994,Doctorado,Universidad B,53.39725289984605,5,Reprobado,81.20604598839947,5,24.976100976952427,7.462286237802446,5,5
53,Candidato 53,31,Masculino,17.695083396856845,Doctorado,Universidad A,91.97731981142158,5,Reprobado,98.9761616389025,1,38.12902169083966,2.195346880477804,3,4
54,Candidato 54,40,Masculino,6.52650365381281,Licenciatura,Universidad C,64.31613064025329,5,Reprobado,56.93571557182971,1,39.536654557821564,7.921072607326872,8,2
55,Candidato 55,38,Masculino,4.920587872851343,Maestría,Universidad C,71.1515834674778,1,Aprobado,68.50789438892997,3,23.91988585416418,4.645945998088788,9,1
56,Candidato 56,39,Femenino,19.565199323733815,Doctorado,Universidad C,67.51329688169076,5,Reprobado,75.37855610124767,5,9.890981813100334,8.431723198912898,10,1
57,Candidato 57,52,Masculino,9.897696649510792,Maestría,Universidad B,60.074992212283476,3,Reprobado,86.51814949363282,3,18.457534302151366,1.1856080629700385,6,5
58,Candidato 58,47,Femenino,13.783438539291836,Licenciatura,Universidad A,82.34267210841872,1,Reprobado,62.63444916627178,3,6.303215749574237,2.0605816766251612,1,2
59,Candidato 59,43,Femenino,13.745659377361545,Doctorado,Universidad B,86.2952856860274,1,Aprobado,74.06353995172101,5,43.27841148159759,2.746061062627624,3,5
60,Candidato 60,38,Masculino,17.079902605910906,Doctorado,Universidad C,50.14984883668582,4,Reprobado,93.32183314438367,5,11.127424467371444,9.193094410251959,7,4
61,Candidato 61,47,Masculino,6.340722926019085,Licenciatura,Universidad B,74.23021356965847,2,Reprobado,71.48642392663061,2,35.15549036581864,5.705503578046975,7,4
62,Candidato 62,41,Masculino,17.58782332992467,Maestría,Universidad B,81.84152963642401,2,Reprobado,81.2927127091788,2,19.351886639769322,9.29530570625716,4,1
63,Candidato 63,32,Femenino,6.623371893647724,Maestría,Universidad A,76.94867681260337,2,Aprobado,55.0629952160735,4,1.9882685721894107,9.028674368603438,6,1
64,Candidato 64,37,Masculino,6.171042292234438,Maestría,Universidad A,90.34282923565567,2,Aprobado,55.66798423737917,5,27.3360059250864,6.856606120606276,9,1
65,Candidato 65,29,Femenino,7.302175314295968,Licenciatura,Universidad A,76.87421669675561,3,Reprobado,62.31782356932133,2,25.847520782688218,4.824768766348008,7,2
66,Candidato 66,54,Femenino,5.837426715215596,Maestría,Universidad C,94.400923608807,1,Reprobado,94.31110471843346,5,49.4566139629446,8.76375550382245,10,4
67,Candidato 67,47,Masculino,16.13406229679084,Maestría,Universidad A,66.94381604321595,5,Aprobado,54.51310448035267,3,11.432739647143102,3.9274717721348287,7,4
68,Candidato 68,32,Masculino,14.966968169891038,Licenciatura,Universidad C,80.90337054181282,4,Reprobado,65.01849450189314,3,2.2962520630474446,7.046420155887364,6,3
69,Candidato 69,43,Masculino,19.408142411476135,Licenciatura,Universidad C,60.813110142711714,5,Reprobado,86.3974819303524,3,17.447598049704553,3.4296921405437786,8,3
70,Candidato 70,32,Femenino,7.37788457324564,Licenciatura,Universidad A,78.59571167753413,4,Reprobado,64.18009271187482,5,42.059357092723275,2.069322614310902,4,5
71,Candidato 71,45,Femenino,8.516683180498578,Doctorado,Universidad A,54.267323695766464,3,Reprobado,88.21129496258172,1,38.706734189577794,6.051607597861955,1,2
72,Candidato 72,36,Masculino,6.676494385853157,Doctorado,Universidad B,85.6849323412858,4,Aprobado,70.93812439182301,3,27.928118690589404,9.53690031750197,7,1
73,Candidato 73,30,Femenino,2.4835727264159684,Licenciatura,Universidad B,95.80098091544542,5,Reprobado,82.9822459442411,1,45.71890267149928,5.096360930271355,5,4
74,Candidato 74,49,Femenino,11.03551962888176,Licenciatura,Universidad A,88.31734683768681,4,Reprobado,67.22529292256462,4,40.30074093820367,4.354255683990431,5,2
75,Candidato 75,41,Masculino,11.05212176210547,Doctorado,Universidad B,83.92049713697818,2,Reprobado,61.18868380193283,1,14.789295721322176,1.592753871719808,3,5
76,Candidato 76,37,Masculino,3.517719183009653,Licenciatura,Universidad C,54.5646958312128,3,Reprobado,65.9790665375074,2,18.45727599896343,5.402933846399842,1,2
77,Candidato 77,41,Masculino,10.176940179335498,Licenciatura,Universidad B,54.01603616709261,5,Aprobado,94.05255352499232,3,38.94906287639444,2.332697054622078,8,5
78,Candidato 78,45,Femenino,1.3995015677036045,Doctorado,Universidad C,92.08289042598409,1,Aprobado,74.42959596217013,4,26.308013357892026,9.73806965818282,9,2
79,Candidato 79,53,Masculino,2.988268091924034,Licenciatura,Universidad B,74.00285645047916,2,Aprobado,51.372474909557255,2,8.721233077541342,8.742445010397654,2,1
80,Candidato 80,43,Masculino,1.1809965424852575,Maestría,Universidad C,98.71344747942561,3,Aprobado,75.51820426052493,4,37.297049877362255,5.909625597947457,5,1
81,Candidato 81,25,Masculino,17.857436290188595,Doctorado,Universidad C,55.5187964222941,1,Aprobado,70.67371816008458,1,12.927896853029829,8.723466908127262,7,2
82,Candidato 82,38,Femenino,18.65797230395138,Doctorado,Universidad A,58.76650051008782,2,Aprobado,51.58480912800911,5,16.039126839393816,2.3390448052850243,6,3
83,Candidato 83,41,Masculino,13.112982844205472,Doctorado,Universidad B,75.18418885737186,4,Aprobado,63.88414265363868,2,15.736809723073117,8.822015645872705,8,5
84,Candidato 84,46,Masculino,12.814190085123707,Maestría,Universidad B,56.88463388397882,3,Reprobado,79.01978817723037,1,28.256150664332985,2.923658155172117,2,5
85,Candidato 85,43,Femenino,18.46344494195404,Licenciatura,Universidad C,95.05946688098784,3,Aprobado,87.23163748399854,1,30.790838684235027,6.654544596912034,9,3
86,Candidato 86,53,Femenino,5.478912650406114,Doctorado,Universidad A,84.32458632671964,4,Reprobado,87.27217421256967,2,36.36957198546208,8.946426403607912,1,2
87,Candidato 87,35,Masculino,8.307592935936038,Doctorado,Universidad C,70.86140082002531,2,Aprobado,55.820528155909756,2,29.098284933743738,3.757062026576576,9,4
88,Candidato 88,50,Masculino,10.309082445081668,Doctorado,Universidad B,66.3197052586582,4,Aprobado,65.1085043108851,1,17.689977277038718,7.452390401948378,3,4
89,Candidato 89,39,Femenino,19.42342918028897,Maestría,Universidad C,70.6958934226161,1,Aprobado,66.75252946793769,1,3.969697343924728,5.278765626178247,7,1
90,Candidato 90,29,Masculino,9.619029827256695,Maestría,Universidad B,55.759291356925324,3,Aprobado,73.77923842876167,4,42.451229007673156,7.029550168638426,1,1
91,Candidato 91,38,Femenino,5.404625089762528,Licenciatura,Universidad B,58.80635961046862,3,Reprobado,67.31496719666032,3,48.52752804513734,3.0339440506504243,9,4
92,Candidato 92,40,Femenino,9.739265977376153,Maestría,Universidad B,95.16147182432996,4,Aprobado,93.83501767544459,2,31.224761527285576,4.75444739798376,4,1
93,Candidato 93,52,Masculino,5.980214885671939,Licenciatura,Universidad C,55.07944929651602,5,Aprobado,76.83160447025888,5,24.483265967445078,6.82622832044115,10,3
94,Candidato 94,31,Masculino,16.330166820931595,Licenciatura,Universidad A,81.2238249422936,1,Aprobado,95.09455872257493,1,26.999660741884632,5.978187908738853,9,3
95,Candidato 95,43,Masculino,15.490062345413156,Maestría,Universidad B,85.58428781768168,5,Aprobado,53.568126663393336,1,7.806283767834822,7.837745632740252,1,3
96,Candidato 96,49,Femenino,10.896878938626045,Licenciatura,Universidad A,73.30218927262108,5,Reprobado,97.041381940612,2,23.129884290668485,5.705431421548728,7,4
97,Candidato 97,47,Masculino,11.855283413505482,Licenciatura,Universidad A,61.181222456273325,4,Reprobado,94.41188282268912,4,43.7164094253938,2.235874264240137,8,4
98,Candidato 98,31,Femenino,13.456939306069362,Maestría,Universidad C,79.09752290325353,5,Reprobado,50.00063573511,2,8.196050410702973,9.151165396838193,4,1
99,Candidato 99,24,Femenino,14.316893546686243,Maestría,Universidad A,69.3403033091607,3,Aprobado,94.78732118595651,4,12.581758587674608,7.366256099103297,4,1
100,Candidato 100,55,Masculino,12.828463018655654,Doctorado,Universidad C,83.70854870561183,3,Aprobado,75.02035764188841,5,39.2068147635694,3.975373948131412,7,1
101,Candidato 101,43,Femenino,12.639404256575327,Licenciatura,Universidad C,67.25331507993569,3,Reprobado,96.69625947011457,4,28.264455800941747,5.363467910643666,1,1
102,Candidato 102,39,Masculino,6.136342093137109,Maestría,Universidad B,73.42606893716707,1,Aprobado,95.59113159856835,3,19.81602307677772,5.253137151286333,6,3
103,Candidato 103,35,Femenino,6.830586031627738,Licenciatura,Universidad C,54.02138221925856,1,Aprobado,82.29049077031956,3,39.31948985984892,1.5438612082669554,2,2
104,Candidato 104,35,Femenino,10.60934157023823,Licenciatura,Universidad A,76.32936519166816,3,Aprobado,91.9544844884567,1,12.105641900541507,7.252413146830236,5,5
105,Candidato 105,31,Masculino,10.522374130223675,Maestría,Universidad A,88.87794088185149,3,Aprobado,66.99428898410807,4,3.217828729113825,8.785813557245653,6,1
106,Candidato 106,51,Masculino,2.1881185828664806,Maestría,Universidad B,84.67468468028468,5,Reprobado,57.72784314017897,3,9.374504498397123,4.202951542050955,9,2
107,Candidato 107,52,Femenino,14.918292698426152,Licenciatura,Universidad B,57.10507656713382,1,Reprobado,65.85451335281616,5,36.40057598758951,9.670336511430195,1,2
108,Candidato 108,29,Femenino,6.287740334206283,Doctorado,Universidad B,69.10500531931484,1,Reprobado,82.83612450177498,5,45.600542405401875,8.503535430746735,6,1
109,Candidato 109,55,Masculino,6.801918952114757,Licenciatura,Universidad B,59.190364121420075,1,Reprobado,92.24539083643435,1,25.427537102088763,3.5173240174934044,1,2
110,Candidato 110,52,Masculino,16.738390116041007,Doctorado,Universidad A,52.005274240134355,1,Aprobado,57.8439268412838,2,9.699139872047388,6.485156267719848,10,5
111,Candidato 111,33,Masculino,19.530815344507392,Maestría,Universidad A,52.52744403883825,3,Aprobado,90.53200370971587,3,44.17567931245911,6.694396089864625,5,3
112,Candidato 112,38,Femenino,6.445491109104905,Maestría,Universidad B,70.75915010944578,5,Aprobado,50.7853304282601,1,10.659297859511197,4.14283452344973,8,3
113,Candidato 113,46,Masculino,1.2869063536830991,Doctorado,Universidad A,51.536829961957544,1,Reprobado,74.15509844438239,4,16.81369269244592,8.493702628388103,4,1
114,Candidato 114,44,Femenino,10.635997281609672,Licenciatura,Universidad A,76.86007169129456,5,Aprobado,88.055474150657,4,20.77139088036808,8.074883091617423,6,4
115,Candidato 115,25,Femenino,15.424757613066568,Doctorado,Universidad C,70.15866335380719,3,Aprobado,87.97220077422469,3,30.997064290884612,6.492382472462597,6,2
116,Candidato 116,47,Masculino,1.2037658951613315,Maestría,Universidad B,59.234722423993865,2,Aprobado,76.69558230726292,2,8.73615730614428,1.764447006103682,8,1
117,Candidato 117,22,Masculino,18.990774407105505,Licenciatura,Universidad A,94.17276610599649,1,Aprobado,82.44200588423934,5,6.828252118325475,5.131933913605249,5,2
118,Candidato 118,47,Masculino,4.889051848555203,Maestría,Universidad A,94.63858255233981,5,Reprobado,70.64161212676748,3,14.405159600520365,2.9722334862627493,1,1
119,Candidato 119,39,Masculino,4.57258650946665,Licenciatura,Universidad B,86.85658589198958,2,Reprobado,66.04257181746044,4,13.990103976770126,8.976400551917209,3,5
120,Candidato 120,34,Femenino,11.853166459045315,Maestría,Universidad B,74.86650000174282,5,Aprobado,67.77355758281807,4,41.117801780930165,6.7256868106417995,2,4
121,Candidato 121,25,Masculino,5.63911813170885,Doctorado,Universidad C,70.7311841851162,1,Aprobado,91.05040721403746,2,5.8284340892393995,8.432409760302955,4,2
122,Candidato 122,53,Femenino,12.565036970198346,Licenciatura,Universidad C,59.04679326248904,1,Reprobado,62.406560512215044,2,39.67346164837633,6.1276775168792526,3,2
123,Candidato 123,42,Masculino,6.123501834572604,Maestría,Universidad B,87.7285151759854,4,Reprobado,71.757021599828,4,1.2420625623243424,1.743370199051691,8,1
124,Candidato 124,32,Femenino,9.560993005851607,Doctorado,Universidad A,80.95571710907784,4,Reprobado,84.96186648713817,3,5.650966063374355,3.7757926342786243,9,5
125,Candidato 125,38,Femenino,5.225093240015723,Doctorado,Universidad B,94.38739812411346,4,Reprobado,71.02005946097538,2,1.745997671853651,2.099073618071107,2,5
126,Candidato 126,38,Masculino,17.410297544901958,Licenciatura,Universidad C,53.973174254278305,3,Aprobado,76.66595863469327,5,38.920042504211146,8.291951000991357,1,5
127,Candidato 127,33,Masculino,5.2117968745051,Doctorado,Universidad B,90.7413206258818,5,Reprobado,93.33026095714516,5,7.597024409860893,9.15033686492568,5,5
128,Candidato 128,39,Femenino,14.497856154238315,Doctorado,Universidad A,50.48210783074304,4,Reprobado,69.51372900734313,2,38.00275494202415,6.686377361574074,9,1
129,Candidato 129,37,Masculino,14.676210108896804,Maestría,Universidad A,82.56516887752298,3,Aprobado,71.27035791885673,4,48.113166702312185,2.5100172132666594,6,4
130,Candidato 130,52,Femenino,5.124759778581551,Licenciatura,Universidad B,79.2091199602969,5,Reprobado,65.48699699563377,3,12.324386732831021,9.612176067894062,2,2
131,Candidato 131,46,Femenino,3.067972953626339,Maestría,Universidad B,84.04973379886334,3,Reprobado,76.70886384786726,2,28.49568912237289,7.403589409891237,8,4
132,Candidato 132,46,Femenino,16.012524594546843,Maestría,Universidad B,54.59365225560851,2,Aprobado,52.7282204361476,1,12.057117083514312,8.872791193683005,1,2
133,Candidato 133,46,Femenino,9.42987280982492,Licenciatura,Universidad B,67.66377247243958,5,Aprobado,94.12298773897747,5,38.32304545982258,2.0482873618824677,1,4
134,Candidato 134,54,Masculino,16.630515790269136,Maestría,Universidad B,96.33327075203601,4,Reprobado,64.98000839034339,4,32.19831944569208,4.83806063463425,10,3
135,Candidato 135,25,Femenino,4.978142631938581,Licenciatura,Universidad C,50.94649039066365,4,Reprobado,95.38340130722216,1,6.09945429142296,3.827933934602246,5,5
136,Candidato 136,36,Femenino,9.887828934680895,Licenciatura,Universidad C,98.13174763858561,4,Reprobado,64.55608358206582,5,41.76704816991856,2.043136466176173,8,4
137,Candidato 137,49,Femenino,14.874693842655299,Maestría,Universidad B,74.87902786450192,4,Reprobado,68.26088026448701,5,22.21642155905276,5.7300515476103175,9,4
138,Candidato 138,47,Masculino,19.259185656428205,Maestría,Universidad B,93.77833880079213,2,Aprobado,62.25395995867546,4,23.118187956836422,9.139804214889399,2,3
139,Candidato 139,37,Femenino,5.7782713429278525,Doctorado,Universidad C,57.3513593481031,2,Reprobado,72.90801900454093,1,47.09200573695768,7.204184154353432,1,1
140,Candidato 140,43,Masculino,18.72949524201652,Doctorado,Universidad B,71.54127096340602,3,Aprobado,63.013215647898384,2,6.400683646289123,9.052201469532193,5,5
141,Candidato 141,52,Femenino,1.0898296474651952,Doctorado,Universidad B,82.87198806526638,1,Aprobado,92.96902175122229,4,36.02717342079007,1.9338625598787018,1,5
142,Candidato 142,28,Femenino,3.928499299505245,Licenciatura,Universidad A,58.57815083729532,3,Reprobado,98.01137758323364,2,25.205140382083872,7.134373509743046,2,2
143,Candidato 143,53,Masculino,4.203649713670707,Maestría,Universidad C,69.98505445791602,4,Reprobado,56.128803778590026,3,29.651632202922613,8.876141546438259,7,3
144,Candidato 144,43,Femenino,4.490684787383328,Maestría,Universidad C,60.31156114720105,1,Reprobado,69.38033499295474,5,1.625159943602521,5.800571662785206,5,4
145,Candidato 145,23,Masculino,10.049935668913546,Maestría,Universidad B,59.8175470322919,1,Aprobado,52.20463376375614,5,19.52494069800603,3.2277839515979814,5,3
146,Candidato 146,34,Masculino,2.331295697862791,Maestría,Universidad C,89.68612362380819,1,Reprobado,92.48951065157516,3,21.451995363625603,7.019194130036092,8,3
147,Candidato 147,48,Femenino,9.58638267566028,Doctorado,Universidad C,71.27325100469145,1,Aprobado,87.64120987361662,2,23.815869487462706,6.7785329497714395,3,4
148,Candidato 148,33,Masculino,14.689504041994818,Maestría,Universidad A,50.101236200023806,1,Aprobado,55.153548709180775,5,1.2243399266564106,4.961773926803337,6,4
149,Candidato 149,36,Masculino,3.570217477617116,Doctorado,Universidad B,61.70301434777696,5,Reprobado,64.94898459727635,3,25.703275922406892,4.087683572748423,2,2
150,Candidato 150,22,Femenino,4.684445636991285,Doctorado,Universidad C,78.60011399625105,2,Aprobado,80.82146970335347,5,36.40166116535307,9.185156203307475,3,3
151,Candidato 151,53,Femenino,12.946094786496284,Maestría,Universidad A,67.03278776141673,3,Aprobado,92.26244536916857,4,33.75961634907611,8.655406394012648,7,3
152,Candidato 152,23,Femenino,1.8999202180342025,Maestría,Universidad A,58.40247267200386,4,Reprobado,66.89797668565666,5,33.04768345600363,6.385746001882618,6,1
153,Candidato 153,42,Femenino,17.198340457842356,Licenciatura,Universidad A,96.14280203949238,5,Reprobado,60.4627583368249,5,5.287293941808191,3.146834580741373,9,3
154,Candidato 154,48,Masculino,14.83524796213014,Licenciatura,Universidad C,56.48568365940222,5,Reprobado,62.73503868394122,4,37.27267296624127,3.2862086804144695,2,2
155,Candidato 155,50,Femenino,6.1341931561577745,Maestría,Universidad B,74.93820324810818,1,Aprobado,63.01535033799219,4,35.06090776995733,2.8431948576891486,10,5
156,Candidato 156,36,Masculino,11.674963820526457,Maestría,Universidad C,94.62419154492468,5,Reprobado,90.37455286516723,1,21.381254941350488,4.599143922010323,1,5
157,Candidato 157,26,Femenino,12.269421780104192,Doctorado,Universidad A,94.82106261594751,2,Aprobado,97.83201009874685,2,40.226678735831065,7.347401668857511,1,3
158,Candidato 158,54,Masculino,2.0617578793934945,Licenciatura,Universidad A,73.15180400982189,3,Reprobado,53.09889387463883,3,18.883045916235996,9.698911526218115,8,1
159,Candidato 159,23,Femenino,2.319555588288696,Licenciatura,Universidad C,54.0284546917829,5,Aprobado,72.14981600841577,1,3.3060173309910317,2.3675215205730593,1,1
160,Candidato 160,47,Masculino,9.852780200859419,Doctorado,Universidad A,60.88427185837632,1,Reprobado,57.40443729433074,5,13.775113549513959,9.204102525919193,5,5
161,Candidato 161,39,Femenino,7.222875735515728,Licenciatura,Universidad B,69.83459434775823,5,Reprobado,78.85810732046822,5,33.74387014584855,8.549814769236129,7,3
162,Candidato 162,28,Femenino,9.218758606094205,Maestría,Universidad C,91.94129544573856,2,Reprobado,57.68051266207621,5,41.74880528418631,1.7204314925083475,3,1
163,Candidato 163,32,Masculino,11.00468881836454,Doctorado,Universidad B,58.31945615890452,3,Reprobado,71.09179206662135,2,22.40625737026893,7.317093794154378,6,3
164,Candidato 164,40,Femenino,13.956978996876014,Maestría,Universidad C,89.2814339793978,1,Aprobado,83.15981158173392,3,35.994415014482115,6.999256790557007,7,3
165,Candidato 165,30,Masculino,18.40368135771408,Doctorado,Universidad B,99.11089739349855,2,Aprobado,75.28591578990499,4,12.60934476215909,8.276003297803157,6,2
